epoch,train_loss,test_loss
1,1.0227408860668992,0.7596688916285833
2,1.0161771467237761,0.7491103907426199
3,1.0165297334844416,0.7337555487950643
4,0.9966952313076366,0.7177416036526362
5,0.9731796510291822,0.7165764421224594
6,0.9339923497402307,0.6609665155410767
7,0.7413132100394277,0.6180770397186279
8,0.736992597579956,0.6130675052603086
9,0.718929446104801,0.585921086370945
10,0.7016139780030106,0.585796852906545
11,0.6983900792670973,0.578124575316906
12,0.6882466330672755,0.571653795739015
13,0.6708335244294369,0.5283706237872442
14,0.6338583023259134,0.5213444083929062
15,0.6273891961935795,0.5291738907496134
16,0.626905336524501,0.5041550770401955
17,0.6286620858943823,0.5000188772877058
18,0.6164545769041235,0.5223698168992996
19,0.6219208330819102,0.516467904051145
20,0.6316936612129211,0.5221968591213226
21,0.617636015920928,0.5264219045639038
22,0.6125494124311389,0.5120788862307867
23,0.6151190147255406,0.5263802781701088
24,0.6142529502059474,0.505489207804203
25,0.6125310876152732,0.5244246497750282
26,0.612617473710667,0.5341244265437126
27,0.6153030124577609,0.5168766354521116
28,0.6107982713164706,0.5143345271547636
29,0.6080251679275975,0.5061264385779699
30,0.6126977981943073,0.5030696118871371
31,0.6141251217235218,0.5059603626529375
32,0.6065050074548433,0.5242044602831205
33,0.6196007800824714,0.5179539496699969
34,0.613549367948012,0.5049948518474897
35,0.6063087058789802,0.519000676771005
36,0.6072115916194338,0.5186495433251063
37,0.6121549786943378,0.5282397692402204
38,0.6102183822429541,0.5178897455334663
39,0.6171141230698788,0.5236816331744194
40,0.6083441412810123,0.5074023356040319
41,0.6045579856092279,0.5041395475467046
42,0.6013120457981572,0.5091176902254423
43,0.6080746578447747,0.5067484701673189
44,0.6076373024420305,0.5100105926394463
45,0.6075528408541824,0.5082767456769943
46,0.5961590508619944,0.5111115301648775
47,0.6011117480017922,0.5060048053661982
48,0.6030949047117522,0.5103354106346766
49,0.6039010701757489,0.518285853167375
50,0.6034387621012601,0.5113964055975279
51,0.6028001832239556,0.5227773487567902
52,0.6009319478815253,0.5289898291230202
53,0.6003746354218685,0.514670841395855
54,0.5961017093875192,0.5388617714246114
55,0.6026891957629811,0.5125533441702524
56,0.5954521009416291,0.5245531623562177
57,0.59916148221854,0.5245592395464579
58,0.6029064239877643,0.5115405519803365
59,0.5954134084961631,0.5165254175662994
60,0.5862984070272157,0.5347048938274384
61,0.5941009449236321,0.5260416095455488
62,0.6053011290954821,0.5099402715762457
63,0.5853101981408668,0.5136758238077164
64,0.5868568962270563,0.517496312657992
65,0.5910380518797672,0.5147510940829912
66,0.5856588916345076,0.5111302758256594
67,0.58102271231738,0.5078520948688189
68,0.580049354018587,0.49375193069378537
69,0.5748625704736421,0.5098124345143636
70,0.5876844850453463,0.5245915080110232
71,0.5724504445538376,0.5115170304973921
72,0.5734240755890355,0.515629289050897
73,0.5684453483783838,0.4934976746638616
74,0.5697635610898336,0.5031388079126676
75,0.5667023929682645,0.5062166998783747
76,0.5675631544806741,0.4933137968182564
77,0.5604697375586538,0.4912739768624306
78,0.5581687490145365,0.4801153267423312
79,0.5519478718439738,0.4728468594451745
80,0.5501789829947732,0.4852074980735779
81,0.5500095242803748,0.4557226051886876
82,0.5370900938005159,0.5009443635741869
83,0.5269612660913756,0.43708160271247226
84,0.5141542066227306,0.4243687341610591
85,0.5139858533035625,0.4393603627880414
86,0.5110927919546763,0.44233355422814685
87,0.5068440906929247,0.4344464565316836
88,0.5026021590738585,0.4364110554258029
89,0.5092314770727446,0.43418191621700924
90,0.5057229435805118,0.4283233905831973
91,0.5070210505615581,0.4331237847606341
92,0.5073153457858346,0.43792880823214847
93,0.5030182879982572,0.42625543971856433
94,0.4992604680133588,0.4323628867665927
95,0.5004786659370769,0.4265092834830284
96,0.5032879159306035,0.432897391418616
97,0.4995858867963155,0.43962574501832324
98,0.5027847109418927,0.42510395497083664
99,0.5081325859734507,0.4248500590523084
100,0.510744804685766,0.44276772687832516
101,0.5088141307686315,0.43042822927236557
102,0.5169232316089399,0.42263226459423703
103,0.5004288382602461,0.4239321251710256
104,0.5086188072508032,0.4500865762432416
105,0.4979571880716266,0.43438972036043805
106,0.4993546876040372,0.4276403735081355
107,0.4951489838686856,0.4225708345572154
108,0.4937002541440906,0.43146438896656036
109,0.49157894922025275,0.44758198658625287
110,0.49889371792475384,0.4344097276528676
111,0.49917463822798297,0.42485124866167706
112,0.4900737034552025,0.4345846076806386
113,0.49190372318932507,0.43252914895613986
114,0.48823738820625073,0.4567725708087285
115,0.4942014262531743,0.42715364694595337
116,0.4954752407290719,0.4291905437906583
117,0.49940866683468677,0.4410141035914421
118,0.4939577787211447,0.4261036391059558
119,0.49125290458852594,0.42264047016700107
120,0.49033041795094806,0.4445180147886276
121,0.4915222841681856,0.43833329528570175
122,0.48837780139663,0.44386818011601764
123,0.49357057159597223,0.4459153587619464
124,0.48038899266358576,0.43180254598458606
125,0.4900163972016537,0.43995555986960727
126,0.48332871180592163,0.4319872458775838
127,0.4867194240743464,0.42891280725598335
128,0.48550614353382227,0.4374832212924957
129,0.4845753357265935,0.43656830737988156
130,0.4757632324189851,0.452462097009023
131,0.4799915308302099,0.4279467190305392
132,0.4853478155352853,0.4479042316476504
133,0.4830823784524744,0.4400672639409701
134,0.47532989671736053,0.43453726669152576
135,0.47449486634948035,0.4317718769113223
136,0.4761702364141291,0.4315674553314845
137,0.4813011098991741,0.43424440423647565
138,0.4735750872077364,0.4460358942548434
139,0.4749472574754195,0.422728863855203
140,0.4748058219750722,0.4446859235564868
141,0.4733447721510222,0.4444805085659027
142,0.4794805907841885,0.4415244807799657
143,0.47524169538960315,0.4371266985932986
144,0.4739856015552174,0.43867162863413495
145,0.47214322650071344,0.4359077562888463
146,0.4786088349241199,0.4489176521698634
147,0.4852342253381556,0.44040174782276154
148,0.4678585980877732,0.4531267136335373
149,0.4713127540819573,0.44562894354263943
150,0.47104437333164795,0.44386198620001477
151,0.4738446898532636,0.4392810141046842
152,0.46750245401353546,0.44808246443669003
153,0.4692480094505079,0.45571600397427875
154,0.46735280661871936,0.4419277235865593
155,0.48129111528396606,0.439623827735583
156,0.47011328556320886,0.43136579046646756
157,0.4714481397108598,0.4431082432468732
158,0.47913833910768683,0.46255654096603394
159,0.4827125162789316,0.4602893839279811
160,0.4689623839927442,0.43899475038051605
161,0.46401041655829456,0.4448630337913831
162,0.46860523025194806,0.4610476071635882
163,0.4660010410077644,0.44721669703722
164,0.4624422752495968,0.441007266441981
165,0.4635951654477553,0.4408866787950198
166,0.4647383951779568,0.4449404751261075
167,0.4676353696620826,0.4690306981404622
168,0.46166093331394775,0.44454607864220935
169,0.4670923550923665,0.44732054819663364
170,0.4601127135031151,0.4417290762066841
171,0.45886070890860126,0.44070422649383545
172,0.4661342619043408,0.4849579185247421
