epoch,train_loss,test_loss
1,1.0339169050707961,0.7621049185593923
2,1.0326996752710054,0.7484284391005834
3,1.013185101928133,0.7381789286931356
4,0.9890696695356658,0.7215417325496674
5,0.9773666352936716,0.7177102665106455
6,0.9641418095790979,0.6993784556786219
7,0.9583737326390815,0.7028633107741674
8,0.9472863710287845,0.6944626867771149
9,0.9274952158783422,0.681275948882103
10,0.8958720438408129,0.6452615112066269
11,0.7967580538807493,0.5756665170192719
12,0.6384986783518936,0.49117949853340787
13,0.5961343826669635,0.4455161318182945
14,0.556644034205061,0.4429050659139951
15,0.5298628572261694,0.42920132105549175
16,0.5103753705819448,0.40887803087631863
17,0.48921972603508923,0.4001772155364354
18,0.4534614989251802,0.3757727009554704
19,0.4482211100332665,0.3777008627851804
20,0.441573954892881,0.3657710775732994
21,0.43062846768986096,0.3652084718147914
22,0.4274226129055023,0.36116161197423935
23,0.4199537183299209,0.3563566754261653
24,0.4137708580855167,0.3433425376812617
25,0.41325828342726734,0.33447155232230824
26,0.40572689880024304,0.3348507632811864
27,0.40085664662447845,0.34457340588172275
28,0.3894837841843114,0.34941550095876056
29,0.392325070771304,0.3457462042570114
30,0.3910367181806853,0.3477524096767108
31,0.3879383585669778,0.3550998568534851
32,0.3771667489499757,0.3322356045246124
33,0.37435418548006,0.3156774068872134
34,0.37151835903976904,0.324150616923968
35,0.37500992146405304,0.3323255280653636
36,0.3686052651116342,0.3100584497054418
37,0.3633595650846308,0.3241152639190356
38,0.3635167253739906,0.3166463300585747
39,0.3601667682329814,0.3369165485103925
40,0.3601945259354331,0.3216817304491997
41,0.3579190138614539,0.3082565466562907
42,0.3495535398974563,0.3031686097383499
43,0.35062792897224426,0.30372806638479233
44,0.34720010649074207,0.3028682122627894
45,0.3512325937097723,0.30241095026334125
46,0.3408014106028008,0.30125219374895096
47,0.3377212918165958,0.31232139468193054
48,0.33832240104675293,0.2913973107933998
49,0.33468111085169244,0.30216502398252487
50,0.33312670705896436,0.30864226321379346
51,0.3316729971856782,0.29230736444393796
52,0.3224879331660993,0.30282049377759296
53,0.32269613670580316,0.2920268376668294
54,0.3178596713326194,0.2939971139033635
55,0.315418333718271,0.29200458774964017
56,0.3105698444626548,0.28847576181093854
57,0.30588280974012433,0.281007116039594
58,0.3007322156971151,0.27393049001693726
59,0.2997128132617835,0.30087748542428017
60,0.29777167150468536,0.2667032368481159
61,0.2970889662251328,0.3678112303217252
62,0.3021293174136769,0.26679490382472676
63,0.2823037595459909,0.26540081451336545
64,0.28415954835487134,0.2821888228257497
65,0.2797307792035016,0.27019454166293144
66,0.2732587912769029,0.27045953273773193
67,0.27897612073204736,0.28377509862184525
68,0.2726666019721465,0.2570560686290264
69,0.26712580476746417,0.25438060611486435
70,0.27171760029865033,0.29933061450719833
71,0.2654166858304631,0.28420354425907135
72,0.26594737217281805,0.2498770753542582
73,0.2658020727562182,0.27620945249994594
74,0.25975252010605554,0.28017084300518036
75,0.25597777782064496,0.251753577341636
76,0.2551164441939556,0.26611173897981644
77,0.25484765388748865,0.2614553285141786
78,0.2623393318869851,0.2505994973083337
79,0.2563725592512073,0.2639782316982746
80,0.2547302729252613,0.2789485988517602
81,0.24678598208860916,0.2444587138791879
82,0.24242777354789502,0.2601572436590989
83,0.24524887041612106,0.24487411975860596
84,0.24793903484488977,0.26842717826366425
85,0.24484495412219653,0.24809101223945618
86,0.24074330474391128,0.2600355197985967
87,0.23997129545067297,0.24084510654211044
88,0.23482831861033585,0.23873708148797354
89,0.2322399512384877,0.23296655466159186
90,0.2277141890742562,0.2600373836855094
91,0.22895660454576666,0.24932880947987238
92,0.2265889843304952,0.22813302899400392
93,0.22199324044314298,0.2208826057612896
94,0.2211115707953771,0.23149498800436655
95,0.21367406619317603,0.21958847840627035
96,0.2135372261206309,0.24377670884132385
97,0.21137263693592764,0.21280418088038763
98,0.2079355206453439,0.23901225626468658
99,0.20971877060153268,0.2176333616177241
100,0.20679361440918662,0.23933977261185646
101,0.20681749735817764,0.26647118603189784
102,0.20776984998674103,0.2250931796928247
103,0.2047836414792321,0.21646812309821448
